District,City,Store_ID,Store_Type,Product_Name,Category,Brand,Units_Sold,Revenue,Profit,Price,Stock_Level,Reorder_Level,Supplier,Delivery_Time_Days,Order_Date
Sivaganga,Sivaganga,TN-SIV-255,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,246,202111.14,33275.94,821.59,36,231,Reliance Retail,6,12-07-2024
Pudukkottai,Pudukkottai,TN-PUD-156,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,243,287136.09,47717.71,1181.63,720,116,ITC,8,11-05-2025
Karur,Karur,TN-KAR-421,Hypermarket,Mineral Water 1L,Beverages,Bisleri,273,30390.36,6494.68,111.32,885,189,Metro Cash & Carry,10,23-03-2023
Tiruvallur,Tiruvallur,TN-TIR-573,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,185,131009.6,14945.72,708.16,616,64,Metro Cash & Carry,10,11-09-2024
Namakkal,Rasipuram,TN-NAM-271,Wholesale,Garbage Bags,Home Care,Supreme,112,69050.24,11054.86,616.52,453,155,HUL,9,16-02-2023
Salem,Salem,TN-SAL-801,Wholesale,Milk 1L,Dairy,Aavin,45,8914.95,1504.27,198.11,697,77,HUL,2,27-02-2023
Dindigul,Dindigul,TN-DIN-660,Mall Outlet,Toor Dal 1kg,Pulses,24 Mantra,84,93702.84,16811.05,1115.51,552,183,Local Distributor,7,21-07-2023
Nagapattinam,Nagapattinam,TN-NAG-935,Supermarket,Detergent 1kg,Home Care,Surf Excel,8,8801.44,1123.11,1100.18,778,267,Metro Cash & Carry,1,31-08-2023
Coimbatore,Mettupalayam,TN-COI-700,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,251,235844.62,39597.35,939.62,147,149,Metro Cash & Carry,10,18-04-2024
Vellore,Katpadi,TN-VEL-823,Mall Outlet,Curd 500g,Dairy,Aavin,160,117891.2,16601.94,736.82,47,112,Local Distributor,6,01-04-2023
Kanchipuram,Chengalpattu,TN-KAN-435,Wholesale,Floor Cleaner 1L,Home Care,Lizol,216,224091.36,46294.61,1037.46,885,107,HUL,6,26-12-2024
Tiruvallur,Tiruvallur,TN-TIR-919,Wholesale,Paneer 200g,Dairy,Milky Mist,125,111611.25,22678.11,892.89,860,256,Local Distributor,4,25-07-2023
Dindigul,Palani,TN-DIN-448,Supermarket,Biscuits Family Pack,Snacks,Britannia,230,188098.6,10636.39,817.82,130,214,ITC,9,06-09-2025
Virudhunagar,Virudhunagar,TN-VIR-628,Convenience,Bath Soap (Pack),Personal Care,Lux,139,10113.64,1249.33,72.76,521,187,HUL,2,06-06-2023
Thanjavur,Thanjavur,TN-THA-415,Wholesale,Wheat Flour 1kg,Staples,Annapurna,57,51756,12278.69,908,663,253,P&G,1,11-02-2024
Cuddalore,Chidambaram,TN-CUD-216,Convenience,Milk 1L,Dairy,Aavin,278,202953.9,40333.21,730.05,596,213,Reliance Retail,8,03-07-2025
Pudukkottai,Pudukkottai,TN-PUD-994,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,159,154082.13,27043.36,969.07,365,159,Metro Cash & Carry,5,23-06-2024
Kanchipuram,Chengalpattu,TN-KAN-688,Convenience,Rice 5kg,Staples,Aachi,123,121388.7,16345.19,986.9,876,159,P&G,1,16-05-2023
Kanchipuram,Kanchipuram,TN-KAN-237,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,250,69495,10404.92,277.98,677,103,ITC,6,17-10-2025
Namakkal,Rasipuram,TN-NAM-823,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,80,64144,6203,801.8,521,150,Metro Cash & Carry,4,19-03-2023
Salem,Salem,TN-SAL-439,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,160,124510.4,31026.24,778.19,232,108,HUL,5,05-07-2023
Cuddalore,Chidambaram,TN-CUD-170,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,135,88330.5,14717.24,654.3,816,149,ITC,8,29-02-2024
Thanjavur,Kumbakonam,TN-THA-913,Wholesale,Detergent 1kg,Home Care,Surf Excel,135,64632.6,12631.22,478.76,353,240,Local Distributor,10,31-12-2024
Pudukkottai,Pudukkottai,TN-PUD-765,Supermarket,Detergent 1kg,Home Care,Surf Excel,142,126955.1,29792.52,894.05,624,79,Reliance Retail,2,24-06-2025
Chennai,Chennai,TN-CHE-113,Hypermarket,Tea 500g,Beverages,Tata Tea,44,27547.08,1895.48,626.07,578,191,ITC,5,22-07-2023
Vellore,Katpadi,TN-VEL-957,Convenience,Detergent 1kg,Home Care,Surf Excel,202,170665.76,10532.59,844.88,604,115,Metro Cash & Carry,4,24-09-2025
Tiruvallur,Avadi,TN-TIR-126,Hypermarket,Mineral Water 1L,Beverages,Bisleri,69,45022.5,4849.96,652.5,652,111,HUL,1,07-11-2023
Kanchipuram,Chengalpattu,TN-KAN-867,Supermarket,Mineral Water 1L,Beverages,Bisleri,201,171724.35,15014.36,854.35,571,278,HUL,7,11-02-2025
Tiruvallur,Avadi,TN-TIR-226,Mall Outlet,Milk 1L,Dairy,Aavin,217,110314.12,26531.57,508.36,1,85,P&G,7,07-05-2024
Thoothukudi,Thoothukudi,TN-THO-930,Supermarket,Sugar 1kg,Staples,Madhur,70,12438.3,2360.66,177.69,225,118,Metro Cash & Carry,10,23-03-2023
Madurai,Madurai,TN-MAD-842,Wholesale,Curd 500g,Dairy,Aavin,288,80763.84,10838.12,280.43,366,208,Local Distributor,1,12-07-2023
Karur,Karur,TN-KAR-729,Supermarket,Biscuits Family Pack,Snacks,Britannia,81,62376.48,6562.98,770.08,413,80,P&G,5,25-02-2023
Virudhunagar,Virudhunagar,TN-VIR-316,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,37,20732.95,4567.33,560.35,929,142,Reliance Retail,5,14-10-2023
Cuddalore,Cuddalore,TN-CUD-212,Mall Outlet,Milk 1L,Dairy,Aavin,131,78305.25,5923.65,597.75,223,67,Metro Cash & Carry,10,31-12-2024
Cuddalore,Chidambaram,TN-CUD-464,Mall Outlet,Tea 500g,Beverages,Tata Tea,98,58157.12,8010.23,593.44,871,275,P&G,2,03-09-2024
Virudhunagar,Virudhunagar,TN-VIR-126,Hypermarket,Garbage Bags,Home Care,Supreme,170,3898.1,334.38,22.93,820,135,P&G,2,02-03-2024
Thoothukudi,Thoothukudi,TN-THO-799,Convenience,Garbage Bags,Home Care,Supreme,209,122831.39,10577.45,587.71,932,187,HUL,10,02-01-2023
Thanjavur,Kumbakonam,TN-THA-873,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,38,12090.84,1477.98,318.18,387,237,Local Distributor,2,04-02-2025
Karur,Karur,TN-KAR-694,Hypermarket,Sugar 1kg,Staples,Madhur,188,24346,2486.77,129.5,800,200,Reliance Retail,9,24-11-2025
Tiruvallur,Avadi,TN-TIR-318,Supermarket,Sugar 1kg,Staples,Madhur,9,3254.67,542.33,361.63,292,112,Reliance Retail,8,10-06-2025
Kanchipuram,Kanchipuram,TN-KAN-626,Hypermarket,Wheat Flour 1kg,Staples,Annapurna,275,266524.5,40087.87,969.18,61,75,Local Distributor,9,10-09-2025
Vellore,Vellore,TN-VEL-419,Hypermarket,Mineral Water 1L,Beverages,Bisleri,48,19344,4597.37,403,256,108,Reliance Retail,8,31-12-2025
Kanchipuram,Kanchipuram,TN-KAN-746,Supermarket,Rice 5kg,Staples,Aachi,253,243423.95,15949.93,962.15,467,74,ITC,10,10-04-2025
Nagapattinam,Mayiladuthurai,TN-NAG-533,Convenience,Sugar 1kg,Staples,Madhur,174,159725.04,34786.5,917.96,416,214,Metro Cash & Carry,1,20-10-2023
Kanchipuram,Kanchipuram,TN-KAN-350,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,139,32172.94,6389.84,231.46,12,153,ITC,1,14-01-2024
Erode,Erode,TN-ERO-289,Mall Outlet,Curd 500g,Dairy,Aavin,176,206382.88,38857.04,1172.63,343,282,Local Distributor,1,30-10-2024
Salem,Salem,TN-SAL-395,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,153,145372.95,8062.63,950.15,418,172,ITC,2,07-10-2024
Madurai,Thirumangalam,TN-MAD-427,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,77,3274.81,807.64,42.53,411,158,HUL,4,29-11-2025
Salem,Salem,TN-SAL-238,Hypermarket,Bath Soap (Pack),Personal Care,Lux,24,1372.32,156.31,57.18,889,300,Metro Cash & Carry,3,13-01-2024
Tirunelveli,Tirunelveli,TN-TIR-481,Wholesale,Sugar 1kg,Staples,Madhur,19,2523.39,460.9,132.81,628,243,ITC,2,22-08-2023
Erode,Gobichettipalayam,TN-ERO-647,Convenience,Coffee 200g,Beverages,Bru,119,83244.07,7366.15,699.53,657,94,P&G,3,24-11-2025
Cuddalore,Cuddalore,TN-CUD-915,Hypermarket,Tea 500g,Beverages,Tata Tea,129,114148.23,11509.86,884.87,852,270,Reliance Retail,5,13-11-2024
Salem,Salem,TN-SAL-411,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,209,77770.99,16396.57,372.11,624,163,Reliance Retail,1,21-12-2023
Thoothukudi,Thoothukudi,TN-THO-539,Hypermarket,Bath Soap (Pack),Personal Care,Lux,94,84562.4,16568.86,899.6,597,293,P&G,4,14-06-2025
Tiruvallur,Avadi,TN-TIR-740,Hypermarket,Bath Soap (Pack),Personal Care,Lux,298,199412.66,34900.67,669.17,181,209,Reliance Retail,4,30-12-2024
Cuddalore,Cuddalore,TN-CUD-442,Hypermarket,Milk 1L,Dairy,Aavin,211,96572.59,11251.01,457.69,867,66,P&G,8,09-03-2025
Tirunelveli,Palayamkottai,TN-TIR-906,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,36,27039.96,3604.73,751.11,307,76,P&G,8,26-01-2025
Vellore,Vellore,TN-VEL-514,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,86,31001.28,4287.67,360.48,971,119,Reliance Retail,7,12-10-2024
Vellore,Katpadi,TN-VEL-313,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,213,36250.47,6407.56,170.19,784,197,Metro Cash & Carry,6,26-05-2024
Salem,Attur,TN-SAL-307,Wholesale,Detergent 1kg,Home Care,Surf Excel,82,30456.44,3586.27,371.42,83,90,Local Distributor,8,06-05-2025
Erode,Erode,TN-ERO-431,Convenience,Coffee 200g,Beverages,Bru,151,76220.27,8819.05,504.77,767,159,HUL,10,23-02-2023
Kanchipuram,Kanchipuram,TN-KAN-502,Mall Outlet,Sugar 1kg,Staples,Madhur,156,107218.8,18017.86,687.3,242,207,Metro Cash & Carry,9,08-06-2023
Kanchipuram,Kanchipuram,TN-KAN-462,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,47,6569.66,1507,139.78,527,217,HUL,8,01-07-2023
Chennai,Chennai,TN-CHE-123,Wholesale,Coffee 200g,Beverages,Bru,247,43061.98,2660.63,174.34,707,92,ITC,2,14-07-2024
Pudukkottai,Pudukkottai,TN-PUD-934,Wholesale,Garbage Bags,Home Care,Supreme,14,9464,738.07,676,749,120,Metro Cash & Carry,4,30-08-2023
Salem,Salem,TN-SAL-392,Wholesale,Coffee 200g,Beverages,Bru,157,148198.58,20511.32,943.94,188,132,Local Distributor,5,23-10-2023
Sivaganga,Sivaganga,TN-SIV-497,Convenience,Instant Noodles 4-pack,Snacks,Maggi,212,55552.48,11843.17,262.04,612,77,Reliance Retail,3,07-09-2024
Chennai,Chennai,TN-CHE-504,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,263,267957.55,17681.12,1018.85,683,78,HUL,7,23-02-2025
Thanjavur,Kumbakonam,TN-THA-190,Mall Outlet,Curd 500g,Dairy,Aavin,236,280297.2,15448.57,1187.7,698,277,Metro Cash & Carry,4,23-03-2024
Dindigul,Dindigul,TN-DIN-714,Supermarket,Wheat Flour 1kg,Staples,Annapurna,58,66584,4759.91,1148,358,251,Metro Cash & Carry,1,21-08-2023
Cuddalore,Cuddalore,TN-CUD-681,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,22,20206.34,1338.89,918.47,231,109,P&G,5,17-03-2024
Karur,Karur,TN-KAR-953,Wholesale,Coffee 200g,Beverages,Bru,145,94178.95,6599.89,649.51,46,261,Metro Cash & Carry,9,27-06-2024
Madurai,Madurai,TN-MAD-172,Wholesale,Detergent 1kg,Home Care,Surf Excel,115,7415.2,1844.87,64.48,930,189,ITC,2,31-03-2025
Chennai,Chennai,TN-CHE-692,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,17,1294.04,145.33,76.12,920,286,HUL,1,05-11-2023
Nagapattinam,Mayiladuthurai,TN-NAG-973,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,211,232279.35,58035.08,1100.85,765,296,ITC,10,23-03-2023
Vellore,Katpadi,TN-VEL-247,Supermarket,Coffee 200g,Beverages,Bru,137,83883.73,16654.58,612.29,337,127,Metro Cash & Carry,5,16-11-2023
Coimbatore,Coimbatore,TN-COI-426,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,222,20519.46,2987.86,92.43,687,74,Reliance Retail,10,24-07-2023
Erode,Gobichettipalayam,TN-ERO-160,Supermarket,Biscuits Family Pack,Snacks,Britannia,251,34306.68,6531.24,136.68,88,252,Reliance Retail,2,21-02-2024
Salem,Salem,TN-SAL-696,Convenience,Rice 5kg,Staples,Aachi,74,27977.92,3994.86,378.08,888,51,HUL,9,30-06-2023
Thanjavur,Thanjavur,TN-THA-222,Hypermarket,Garbage Bags,Home Care,Supreme,240,245827.2,26995.46,1024.28,139,282,Reliance Retail,2,12-03-2024
Kanchipuram,Chengalpattu,TN-KAN-969,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,256,120081.92,26662.66,469.07,192,204,ITC,4,13-06-2023
Coimbatore,Pollachi,TN-COI-611,Convenience,Soft Drink 2L,Beverages,Coca-Cola,61,48555.39,6107.79,795.99,801,197,P&G,3,25-05-2024
Salem,Salem,TN-SAL-456,Convenience,Wheat Flour 1kg,Staples,Annapurna,43,36884.54,2452.09,857.78,343,105,P&G,1,21-04-2025
Virudhunagar,Sivakasi,TN-VIR-777,Hypermarket,Milk 1L,Dairy,Aavin,39,19487.91,1961.54,499.69,352,136,HUL,6,26-12-2023
Karur,Karur,TN-KAR-176,Supermarket,Sugar 1kg,Staples,Madhur,191,67600.63,13123.5,353.93,66,289,Local Distributor,8,19-07-2024
Nagapattinam,Mayiladuthurai,TN-NAG-536,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,149,92065.61,22684.5,617.89,612,106,ITC,1,26-01-2025
Tiruchirappalli,Srirangam,TN-TIR-543,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,210,55792.8,6852.04,265.68,516,125,HUL,3,07-07-2025
Madurai,Thirumangalam,TN-MAD-259,Wholesale,Milk 1L,Dairy,Aavin,73,66962.9,8191.24,917.3,375,56,P&G,7,17-01-2023
Karur,Karur,TN-KAR-779,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,155,160215.75,28964.11,1033.65,281,78,HUL,1,13-02-2025
Nagapattinam,Mayiladuthurai,TN-NAG-981,Hypermarket,Bath Soap (Pack),Personal Care,Lux,25,23729.75,3616.18,949.19,796,256,ITC,1,08-01-2023
Kanchipuram,Chengalpattu,TN-KAN-654,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,144,170808.48,36013.5,1186.17,102,174,HUL,9,16-10-2023
Chennai,Chennai,TN-CHE-517,Hypermarket,Coffee 200g,Beverages,Bru,261,227002.14,16876,869.74,891,252,Local Distributor,3,14-10-2023
Vellore,Vellore,TN-VEL-665,Hypermarket,Tea 500g,Beverages,Tata Tea,94,63559.04,6786.94,676.16,548,121,Reliance Retail,6,15-11-2023
Nagapattinam,Nagapattinam,TN-NAG-466,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,157,9058.9,947.42,57.7,39,235,Metro Cash & Carry,5,15-07-2025
Virudhunagar,Virudhunagar,TN-VIR-333,Convenience,Toor Dal 1kg,Pulses,24 Mantra,64,71967.36,8593.32,1124.49,30,261,P&G,4,14-10-2024
Tiruvallur,Tiruvallur,TN-TIR-268,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,72,79903.44,4117.52,1109.77,951,161,P&G,2,06-01-2025
Karur,Karur,TN-KAR-713,Wholesale,Floor Cleaner 1L,Home Care,Lizol,128,6972.16,1640.74,54.47,17,267,ITC,1,06-09-2024
Tiruchirappalli,Srirangam,TN-TIR-987,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,159,17664.9,2059.43,111.1,777,82,Metro Cash & Carry,2,21-06-2024
Thanjavur,Kumbakonam,TN-THA-669,Wholesale,Paneer 200g,Dairy,Milky Mist,152,134468.32,23634.37,884.66,563,59,HUL,2,10-11-2025
Pudukkottai,Pudukkottai,TN-PUD-123,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,181,109923.11,25562.11,607.31,657,231,ITC,4,09-08-2025
Pudukkottai,Pudukkottai,TN-PUD-783,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,118,117080.78,20385.29,992.21,926,233,Reliance Retail,5,05-05-2024
Cuddalore,Cuddalore,TN-CUD-426,Convenience,Garbage Bags,Home Care,Supreme,170,195539.1,45559.3,1150.23,803,145,Metro Cash & Carry,10,18-09-2024
Chennai,Chennai,TN-CHE-291,Mall Outlet,Rice 5kg,Staples,Aachi,219,160141.56,21776.86,731.24,652,62,Local Distributor,5,05-01-2025
Salem,Attur,TN-SAL-115,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,29,13874.76,1860.27,478.44,246,109,Reliance Retail,5,30-01-2025
Tiruvallur,Tiruvallur,TN-TIR-184,Wholesale,Biscuits Family Pack,Snacks,Britannia,78,42440.58,2913.41,544.11,228,157,Local Distributor,9,22-05-2023
Thanjavur,Thanjavur,TN-THA-243,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,15,9362.85,832.27,624.19,740,152,Metro Cash & Carry,10,26-11-2023
Virudhunagar,Sivakasi,TN-VIR-402,Convenience,Toothpaste 150g,Personal Care,Colgate,240,223960.8,33544.72,933.17,931,96,P&G,1,24-12-2025
Thanjavur,Thanjavur,TN-THA-346,Hypermarket,Bath Soap (Pack),Personal Care,Lux,94,25460.84,3881.68,270.86,785,58,P&G,2,19-07-2025
Salem,Attur,TN-SAL-213,Convenience,Biscuits Family Pack,Snacks,Britannia,131,148280.21,19226.61,1131.91,110,133,Metro Cash & Carry,6,07-10-2024
Tiruvallur,Avadi,TN-TIR-966,Mall Outlet,Rice 5kg,Staples,Aachi,201,45317.46,6788.44,225.46,828,146,ITC,3,22-07-2024
Tirunelveli,Palayamkottai,TN-TIR-563,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,114,32093.28,2531.51,281.52,813,136,Local Distributor,10,19-08-2024
Namakkal,Namakkal,TN-NAM-327,Supermarket,Biscuits Family Pack,Snacks,Britannia,280,310102.8,24144.57,1107.51,396,107,ITC,5,11-02-2023
Salem,Attur,TN-SAL-501,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,51,27656.79,1931.6,542.29,302,293,HUL,10,12-10-2023
Salem,Salem,TN-SAL-409,Supermarket,Curd 500g,Dairy,Aavin,242,159492.52,32507.72,659.06,926,80,P&G,4,27-12-2023
Cuddalore,Chidambaram,TN-CUD-718,Hypermarket,Detergent 1kg,Home Care,Surf Excel,7,3412.71,843.76,487.53,839,140,ITC,4,06-09-2023
Vellore,Vellore,TN-VEL-612,Supermarket,Toothpaste 150g,Personal Care,Colgate,277,260568.36,55830.61,940.68,7,97,HUL,1,06-05-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-208,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,129,34796.46,6047.59,269.74,501,204,Reliance Retail,2,07-05-2023
Chennai,Chennai,TN-CHE-761,Supermarket,Tea 500g,Beverages,Tata Tea,179,94465.46,11841.87,527.74,188,265,P&G,7,29-07-2024
Karur,Karur,TN-KAR-626,Convenience,Instant Noodles 4-pack,Snacks,Maggi,163,3732.7,522.2,22.9,636,257,HUL,4,01-01-2023
Thanjavur,Kumbakonam,TN-THA-844,Hypermarket,Sugar 1kg,Staples,Madhur,124,14602.24,1854.69,117.76,642,169,Reliance Retail,9,04-06-2023
Thanjavur,Kumbakonam,TN-THA-485,Convenience,Paneer 200g,Dairy,Milky Mist,152,153319.36,21278.82,1008.68,801,239,ITC,10,28-08-2024
Namakkal,Namakkal,TN-NAM-793,Mall Outlet,Toor Dal 1kg,Pulses,24 Mantra,46,37291.74,9129.28,810.69,438,298,Reliance Retail,7,27-11-2024
Coimbatore,Mettupalayam,TN-COI-281,Wholesale,Curd 500g,Dairy,Aavin,39,6533.67,1350.84,167.53,163,191,ITC,6,03-09-2025
Pudukkottai,Pudukkottai,TN-PUD-516,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,35,7137.9,707.95,203.94,691,79,Reliance Retail,8,23-06-2025
Chennai,Chennai,TN-CHE-744,Wholesale,Curd 500g,Dairy,Aavin,109,45305.85,3492.93,415.65,203,225,Reliance Retail,2,29-12-2024
Sivaganga,Sivaganga,TN-SIV-173,Hypermarket,Milk 1L,Dairy,Aavin,269,234067.66,41997.43,870.14,376,156,HUL,8,21-06-2023
Madurai,Thirumangalam,TN-MAD-966,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,164,40545.72,2352,247.23,961,241,HUL,8,20-11-2024
Vellore,Vellore,TN-VEL-994,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,111,20976.78,2883.69,188.98,613,218,Local Distributor,9,17-02-2025
Cuddalore,Cuddalore,TN-CUD-229,Wholesale,Garbage Bags,Home Care,Supreme,137,19436.19,3533.93,141.87,206,255,Local Distributor,8,25-04-2025
Dindigul,Dindigul,TN-DIN-449,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,76,5218.92,363.61,68.67,281,220,ITC,7,24-12-2024
Tirunelveli,Palayamkottai,TN-TIR-502,Convenience,Tea 500g,Beverages,Tata Tea,225,122679,25591.24,545.24,225,273,P&G,2,23-10-2023
Karur,Karur,TN-KAR-386,Convenience,Instant Noodles 4-pack,Snacks,Maggi,117,135186.48,31352.1,1155.44,500,293,P&G,7,05-10-2024
Cuddalore,Chidambaram,TN-CUD-520,Convenience,Floor Cleaner 1L,Home Care,Lizol,230,143368.2,24048.02,623.34,163,92,P&G,10,12-08-2024
Namakkal,Namakkal,TN-NAM-122,Convenience,Curd 500g,Dairy,Aavin,75,29368.5,7098.8,391.58,592,83,Metro Cash & Carry,7,31-10-2024
Cuddalore,Chidambaram,TN-CUD-979,Supermarket,Sugar 1kg,Staples,Madhur,32,33353.92,6776.95,1042.31,768,164,Reliance Retail,8,03-01-2024
Virudhunagar,Virudhunagar,TN-VIR-857,Convenience,Rice 5kg,Staples,Aachi,230,163180.4,15192.45,709.48,701,274,P&G,3,30-05-2023
Salem,Salem,TN-SAL-408,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,7,1676.71,347.89,239.53,299,278,Reliance Retail,8,13-01-2023
Thanjavur,Kumbakonam,TN-THA-604,Mall Outlet,Paneer 200g,Dairy,Milky Mist,75,34561.5,7700.43,460.82,298,228,Local Distributor,1,28-07-2025
Chennai,Chennai,TN-CHE-335,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,73,9523.58,1338.6,130.46,696,265,HUL,4,31-01-2024
Tiruvallur,Tiruvallur,TN-TIR-810,Supermarket,Mineral Water 1L,Beverages,Bisleri,143,56291.95,10895.51,393.65,404,174,Reliance Retail,8,25-01-2023
Cuddalore,Cuddalore,TN-CUD-516,Hypermarket,Sugar 1kg,Staples,Madhur,271,141754.68,7210.9,523.08,68,85,HUL,1,11-04-2023
Nagapattinam,Mayiladuthurai,TN-NAG-615,Convenience,Sugar 1kg,Staples,Madhur,203,199790.57,40886.53,984.19,890,189,HUL,4,11-03-2024
Kanchipuram,Chengalpattu,TN-KAN-791,Mall Outlet,Milk 1L,Dairy,Aavin,16,18199.36,2764.51,1137.46,961,300,Local Distributor,9,10-04-2025
Karur,Karur,TN-KAR-814,Hypermarket,Milk 1L,Dairy,Aavin,9,9226.35,1642.5,1025.15,259,205,P&G,7,30-09-2023
Chennai,Chennai,TN-CHE-529,Convenience,Mineral Water 1L,Beverages,Bisleri,31,4780.2,418.55,154.2,267,209,P&G,2,16-03-2024
Namakkal,Namakkal,TN-NAM-944,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,60,64843.8,7026.13,1080.73,112,171,P&G,9,03-05-2023
Pudukkottai,Pudukkottai,TN-PUD-321,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,300,232179,45425.97,773.93,36,123,P&G,2,06-05-2023
Thanjavur,Thanjavur,TN-THA-378,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,183,91260.27,20873.5,498.69,348,69,Local Distributor,4,07-11-2024
Erode,Erode,TN-ERO-381,Mall Outlet,Coffee 200g,Beverages,Bru,249,96151.35,10955.85,386.15,517,62,HUL,1,25-01-2023
Tiruchirappalli,Srirangam,TN-TIR-628,Convenience,Milk 1L,Dairy,Aavin,149,81638.59,12034.48,547.91,835,165,Metro Cash & Carry,5,15-03-2023
Madurai,Madurai,TN-MAD-258,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,212,228748,35552.71,1079,572,215,Local Distributor,4,17-09-2025
Tiruchirappalli,Srirangam,TN-TIR-195,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,269,299894.65,40443.39,1114.85,818,182,Reliance Retail,2,24-06-2023
Sivaganga,Karaikudi,TN-SIV-946,Wholesale,Paneer 200g,Dairy,Milky Mist,187,131533.93,25328.35,703.39,206,219,HUL,3,27-04-2025
Madurai,Thirumangalam,TN-MAD-990,Supermarket,Biscuits Family Pack,Snacks,Britannia,19,7842.25,1927.69,412.75,212,145,HUL,5,31-12-2024
Pudukkottai,Pudukkottai,TN-PUD-702,Convenience,Curd 500g,Dairy,Aavin,172,92687.36,7414.08,538.88,378,113,P&G,4,21-05-2024
Sivaganga,Sivaganga,TN-SIV-389,Hypermarket,Milk 1L,Dairy,Aavin,209,166815.44,11485.72,798.16,927,248,Local Distributor,8,17-11-2024
Pudukkottai,Pudukkottai,TN-PUD-168,Convenience,Garbage Bags,Home Care,Supreme,142,158508.92,21486.11,1116.26,496,204,HUL,1,19-02-2024
Chennai,Chennai,TN-CHE-907,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,109,22449.64,4829.96,205.96,183,172,Reliance Retail,7,30-03-2024
Thoothukudi,Thoothukudi,TN-THO-171,Convenience,Wheat Flour 1kg,Staples,Annapurna,89,35379.28,7958.84,397.52,379,291,P&G,7,07-08-2023
Vellore,Vellore,TN-VEL-923,Mall Outlet,Paneer 200g,Dairy,Milky Mist,102,115343.64,5943.75,1130.82,938,194,Reliance Retail,3,17-01-2023
Tiruvallur,Tiruvallur,TN-TIR-668,Hypermarket,Detergent 1kg,Home Care,Surf Excel,248,142250.32,33282.42,573.59,972,243,ITC,2,23-10-2025
Thanjavur,Thanjavur,TN-THA-426,Hypermarket,Detergent 1kg,Home Care,Surf Excel,263,291251.46,26120.57,1107.42,798,204,ITC,1,25-06-2025
Madurai,Madurai,TN-MAD-174,Supermarket,Sugar 1kg,Staples,Madhur,147,27365.52,2983.95,186.16,297,175,HUL,1,15-12-2024
Karur,Karur,TN-KAR-580,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,223,250411.16,46469.09,1122.92,596,211,Reliance Retail,2,09-02-2025
Namakkal,Rasipuram,TN-NAM-458,Wholesale,Milk 1L,Dairy,Aavin,238,118983.34,6917.5,499.93,624,235,Local Distributor,7,09-12-2025
